country,time,gdp_pct_change_yoy
Romania,2020-06-30,-8.576021411493995
Romania,2020-09-30,-5.465764784312455
Romania,2020-12-31,-2.587819497401034
Romania,2021-03-31,1.2438014500106398
Romania,2021-06-30,11.394043252023822
Romania,2021-09-30,7.68324460994676
Romania,2021-12-31,2.4555468392495117
Romania,2022-03-31,4.2909331910835125
Romania,2022-06-30,3.4837789547060627
Romania,2022-09-30,3.4828651977031333
Romania,2022-12-31,4.6051634617685355
Romania,2023-03-31,1.6096407951331049
Romania,2023-06-30,2.8291587627269577
Romania,2023-09-30,3.137203451309678
Romania,2023-12-31,2.0441462391826537
Romania,2024-03-31,1.9021904936237677
Romania,2024-06-30,0.8922588077615146
Romania,2024-09-30,0.07333188664984114
Romania,2024-12-31,0.4087091664425113
Romania,2025-03-31,0.6085056060356697
Serbia,2002-03-31,5.1657580668925895
Serbia,2002-06-30,7.249246409362242
Serbia,2002-09-30,8.160775999767678
Serbia,2002-12-31,5.533854166666652
Serbia,2003-03-31,5.451412239408193
