DATAFLOW,LAST UPDATE,freq,s_adj,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2024-01,7.7,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2024-02,7.7,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2024-03,8.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2024-04,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2024-05,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2024-06,8.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2024-07,8.6,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2024-08,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2024-09,8.6,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2024-10,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2024-11,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2024-12,8.7,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2025-01,9.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2025-02,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2025-03,9.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2025-04,9.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,Finland,2025-05,8.7,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2000-01,9.8,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2000-02,9.6,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2000-03,9.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2000-04,9.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2000-05,9.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2000-06,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2000-07,9.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2000-08,9.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2000-09,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2000-10,8.8,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2000-11,8.8,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2000-12,8.7,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2001-01,8.6,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2001-02,8.6,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2001-03,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2001-04,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2001-05,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2001-06,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2001-07,8.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2001-08,8.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2001-09,8.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2001-10,8.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2001-11,8.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2001-12,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2002-01,8.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2002-02,8.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2002-03,8.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2002-04,8.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2002-05,8.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2002-06,8.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2002-07,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2002-08,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2002-09,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2002-10,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2002-11,8.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2002-12,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2003-01,8.2,b,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2003-02,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2003-03,8.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2003-04,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2003-05,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2003-06,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2003-07,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2003-08,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2003-09,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2003-10,8.7,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2003-11,8.8,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2003-12,9.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2004-01,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2004-02,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2004-03,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2004-04,8.8,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2004-05,8.8,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2004-06,8.8,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2004-07,8.8,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2004-08,8.8,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2004-09,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2004-10,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2004-11,9.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2004-12,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2005-01,8.7,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2005-02,8.6,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2005-03,8.6,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2005-04,8.7,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2005-05,8.8,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2005-06,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2005-07,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2005-08,9.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2005-09,9.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2005-10,9.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2005-11,9.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2005-12,9.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2006-01,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2006-02,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2006-03,9.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2006-04,9.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2006-05,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2006-06,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2006-07,9.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2006-08,9.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2006-09,8.7,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2006-10,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2006-11,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2006-12,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2007-01,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2007-02,8.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2007-03,8.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2007-04,8.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2007-05,8.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2007-06,8.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2007-07,8.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2007-08,8.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2007-09,7.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2007-10,7.7,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2007-11,7.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2007-12,7.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2008-01,7.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2008-02,7.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2008-03,7.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2008-04,7.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2008-05,7.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2008-06,7.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2008-07,7.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2008-08,7.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2008-09,7.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2008-10,7.6,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2008-11,7.8,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2008-12,8.0,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2009-01,8.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2009-02,8.6,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2009-03,8.9,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2009-04,9.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2009-05,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2009-06,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2009-07,9.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2009-08,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2009-09,9.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2009-10,9.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2009-11,9.6,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2009-12,9.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2010-01,9.5,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2010-02,9.4,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2010-03,9.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2010-04,9.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2010-05,9.3,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2010-06,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2010-07,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2010-08,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2010-09,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2010-10,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2010-11,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2010-12,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2011-01,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2011-02,9.2,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2011-03,9.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2011-04,9.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2011-05,9.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2011-06,9.1,,
ESTAT:UNE_RT_M(1.0),07/07/25 23:00:00,Monthly,"Seasonally adjusted data, not calendar adjusted data",Total,Percentage of population in the labour force,Total,France,2011-07,9.2,,
