index date   ,name,CPI ALL ITEMS,FOOD AND NON-ALCOHOLIC BEVERAGES,FOOD,BREAD & CEREALS,MEAT,FISH,"MILK, CHEESE & EGGS",OILS & FATS,FRUIT,VEGETABLES INCLUDING POTATOES AND TUBERS,"SUGAR, JAM, SYRUPS, CHOCOLATE AND CONFECTIONERY",FOOD PRODUCTS (NEC),NON-ALCOHOLIC BEVERAGES,"COFFEE, TEA & COCOA","MINERAL WATERS, SOFT DRINKS AND JUICES",ALCOHOLIC BEVERAGES AND TOBACCO,ALCOHOLIC BEVERAGES,SPIRITS,WINE,BEER,TOBACCO,CLOTHING AND FOOTWEAR,CLOTHING,GARMENTS,OTHER CLOTHING & CLOTHING ACCESSORIES,"CLEANING, REPAIR AND HIRE OF CLOTHING",FOOTWEAR INCLUDING REPAIRS,"HOUSING, WATER, ELELCTRICITY, GAS AND OTHER FUELS",ACTUAL RENTALS FOR HOUSING,REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,MATERIALS FOR MAINTENANCE AND REPAIR,SERVICES FOR MAINTENANCE AND REPAIR,WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,WATER SUPPLY,SEWERAGE COLLECTION,"ELECTRICITY, GAS AND OTHER FUELS",ELECTRICITY,GAS,LIQUID FUELS,SOLID FUELS,"FURNITURE, HOUSEHOLD EQUIPMENT AND MAINTENANCE","FURNITURE, FURNISHINGS & CARPETS",FURNITURE & FURNISHINGS,CARPETS & OTHER FLOOR COVERINGS,HOUSEHOLD TEXTILES,"HOUSEHOLD APPLIANCES, FITTING AND REPAIRS",MAJOR APPLIANCES AND SMALL ELECTRIC GOODS,REPAIR OF HOUSEHOLD APPLIANCES,"GLASSWARE, TABLEWARE & HOUSEHOLD UTENSILS",TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,GOODS AND SERVICES FOR ROUTINE MAINTENANCE,NON-DURABLE HOUSEHOLD GOODS,DOMESTIC SERVICES AND HOUSEHOLD SERVICES,HEALTH,"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",PHARMACEUTICAL PRODUCTS,OTHER MEDICAL & THERAPEUTIC EQUIPMENT,OUT-PATIENT SERVICES,MEDICAL SERVICES AND PARAMEDICAL SERVICES,DENTAL SERVICES,HOSPITAL SERVICES,TRANSPORT,PURCHASE OF VEHICLES,MOTOR CYCLES AND BICYCLES,NEW CARS,SECOND-HAND CARS,OPERATION OF PERSONAL TRANSPORT EQUIPMENT,SPARE PARTS & ACCESSORIES,FUELS & LUBRICANTS,MAINTENANCE & REPAIRS,OTHER SERVICES IN RESPECT OF PERSONAL TRANSPORT EQ,TRANSPORT SERVICES,PASSENGER TRANSPORT BY RAILWAY,PASSENGER TRANSPORT BY ROAD,PASSENGER TRANSPORT BY AIR,PASSENGER TRANSPORT BY SEA AND INLAND WATERWAY,COMMUNICATION,POSTAL SERVICES,TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES,RECREATION & CULTURE,AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,RECEPTION AND REPRODUCTION OF SOUND AND PICTURES,PHOTOGRAPHIC AND CINE. EQU. & OPTICAL INSTRUMENTS,DATA PROCESSING EQUIPMENT,RECORDING MEDIA,REPAIR OF AUDIO-VISUAL & RELATED PRODUCTS,OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,MAJOR DURABLES FOR IN/OUTDOOR RECREATION,"OTHER RECREATIONAL ITEMS, GARDENS & PETS",GAMES TOYS AND HOBBIES,EQUIPMENT FOR SPORT & OPEN-AIR RECREATION,GARDEN PLANTS AND FLOWERS,"PETS, RELATED PRODUCTS AND SERVICES",RECREATIONAL AND CULTURAL SERVICES,RECREATIONAL AND SPORTING SERVICES,CULTURAL SERVICES,"BOOKS, NEWSPAPERS AND STATIONERY",BOOKS,NEWSPAPERS AND PERIODICALS,"MISC. PRINTED MATTER, STATIONERY, DRAWING MATERIALS",PACKAGE HOLIDAY,EDUCATION,RESTAURANTS AND HOTELS,CATERING SERVICES,RESTAURANTS & CAFES,CANTEENS,ACCOMMODATION SERVICES,MISCELLANEOUS GOODS AND SERVICES,PERSONAL CARE,HAIRDRESSING & PERSONAL GROOMING ESTABLISHMENTS,APPLIANCES & PRODUCTS FOR PERSONAL CARE,PERSONAL EFFECTS (NEC),JEWELLERY CLOCKS AND WATCHES,OTHER PERSONAL EFFECTS,SOCIAL PROTECTION,INSURANCE,HOUSE CONTENTS INSURANCE,HEALTH INSURANCE,TRANSPORT INSURANCE,FINANCIAL SERVICES (NEC),OTHER FINANCIAL SERVICES (NEC),OTHER SERVICES (NEC),Unnamed: 124,All Goods,"Food, Alcoholic Beverages & Tobacco",Processed Food & Non-Alcoholic Beverages,Non-processed Food,Seasonal Food,Clothing & Footwear Goods,Housing Goods,Household goods,Water supply; materials for maintenance/repair,Energy,"Electricity, Gas & Misc. Energy","Liquid Fuels, Vehicle Fuels & Lubricants","Medical products, appliances and equipment","Vehicles, spare parts and accessories",Recreational Goods,Miscellaneous Goods,All Services,Housing Services,Primary Housing Services,Other Housing Services,Medical Services,Travel & Transport Services,Services for Personal Transport Equipment,Recreation & Personal Services,Package Holidays & Accommodation,Other Recreational & Personal Services,Non-Catering Recreational & Personal Services,Miscellaneous Services,Audio-Visual Goods,Other Recreational Goods,CPI excluding Energy,"CPI excluding Energy, Food, Alcohol & Tobacco",CPI excluding Seasonal Food,CPI excluding Energy & Seasonal Food,"CPI excluding Liquid Fuels, Vehicle Fuels & Lubricants",CPI excluding Energy & Non-processed Food,CPI excluding Alcohol & Tobacco,"CPI excluding Housing, Water, Electricity, Gas & Other Fuels","CPI excluding Education, Health & Social Protection",Non-Seasonal Food,Non-Energy Industrial Goods,Durables,Semi-Durables,Non-Durables,"Energy, Food, Alcohol & Tobacco",Energy & Non-processed Food,Energy & Seasonal Food,"Education, Health & Social Protection",CPI excluding tobacco,Industrial Goods,Miscellaneous and Other Services
199612.0,1996-12-01 00:00:00,69.519,64.913,64.395,67.741,70.587,49.712,71.237,65.533,62.246,60.847,54.602,76.766,68.863,69.096,69.059,46.33,77.614,72.67,74.68,91.584,31.478,201.791,207.447,220.358,125.282,55.97,171.203,51.528,60.555,58.65,70.936,50.005,49.903,49.969,49.871,39.957,47.706,32.779,46.939,40.648,86.958,83.485,85.675,77.406,126.895,114.012,124.532,61.863,100.159,88.652,62.316,84.908,47.402,58.872,80.461,82.033,80.06,..,..,..,..,61.018,111.232,94.568,87.527,158.972,50.57,75.92,54.701,43.318,53.034,38.148,47.552,48.495,51.563,43.821,104.928,37.46,111.912,96.623,601.592,662.186,1819.923,3996.331,165.629,54.701,..,..,117.296,169.628,131.483,93.713,60.794,52.837,48.776,55.522,59.459,64.511,47.762,74.633,51.892,25.188,55.595,56.037,56.112,53.916,53.468,64.776,79.181,50.938,93.699,77.792,64.516,112.704,..,36.667,75.43,..,29.687,142.872,142.872,43.064,,86.538,58.544,66.179,63.722,57.937,206.783,85.781,92.986,61.817,45.296,39.741,53.975,80.463,106.524,155.043,87.472,52.396,56.947,51.119,48.779,..,39.844,45.46,54.488,51.972,55.136,52.729,56.566,685.787,89.22,71.854,75.078,69.929,72.394,70.399,72.38,71.091,72.323,71.464,66.902,121.751,132.5,155.999,74.21,54.217,52.325,48.745,40.267,71.162,101.794,43.82
199701.0,1997-01-01 00:00:00,69.231,65.366,64.868,67.86,70.851,50.185,70.822,66.206,60.997,64.351,54.719,77.171,69.125,68.968,69.517,47.089,78.608,72.544,75.373,94.575,32.104,189.339,194.273,205.709,119.831,56.418,162.074,51.671,60.763,59.979,70.907,51.977,49.903,49.969,49.871,39.73,47.15,32.781,47.133,40.681,83.78,78.372,80.085,73.561,120.967,111.961,121.768,62.181,97.352,88.761,61.449,82.166,47.722,57.978,79.239,81.431,78.593,..,..,..,..,61.51,113.12,94.277,87.527,162.592,50.629,76.283,54.331,43.912,53.465,38.543,48.041,49.055,52.22,43.509,104.216,37.545,111.047,96.431,586.793,646.136,1770.216,3857.731,162.744,54.982,..,..,118.404,170.418,130.697,94.819,61.653,52.788,48.95,55.332,59.264,64.845,47.939,72.733,52.113,25.336,55.63,56.071,56.128,54.193,53.548,64.648,79.23,50.956,93.765,75.889,64.007,109.012,..,37.074,76.213,..,30.028,142.872,142.872,43.41,,85.78,59.128,66.247,64.676,59.518,193.807,82.749,89.096,61.804,45.014,39.507,53.623,79.241,108.169,154.194,86.851,52.608,57.415,52.225,49.093,..,40.302,46.021,54.544,52.177,55.155,52.711,56.89,667.949,89.569,71.571,74.444,69.568,72.029,70.115,71.989,70.684,71.946,71.166,67.002,119.062,130.205,149.613,74.007,54.512,52.474,48.872,40.174,70.803,99.883,44.075
199702.0,1997-02-01 00:00:00,69.399,65.285,64.668,68.26,70.876,51.696,70.601,66.089,60.54,62.018,54.81,77.155,70.207,68.995,71.135,47.455,79.492,72.981,75.497,97.492,32.245,189.823,195.413,206.77,121.738,56.534,159.979,51.711,60.777,60.135,71.297,52.004,49.903,49.969,49.871,39.766,47.379,32.777,44.098,40.683,84.261,79.383,81.172,74.366,123.54,110.86,120.353,62.181,97.918,89.115,61.242,81.501,47.813,58.506,79.961,83.071,78.962,..,..,..,..,61.782,114.289,93.093,87.527,164.929,50.615,76.641,54.107,44.152,53.499,38.785,48.56,49.327,52.22,43.509,104.216,37.55,111.045,96.536,585.05,644.11,1773.115,3802.059,163.766,54.982,..,..,118.862,171.714,130.351,95.022,61.949,52.806,49.02,55.317,59.254,65.154,47.984,72.257,52.281,25.343,55.762,56.207,56.274,54.187,53.601,64.789,79.342,51.096,93.853,75.969,63.976,109.214,..,37.074,76.213,..,30.028,142.872,142.872,43.926,,86.006,59.225,66.5,64.158,58.495,194.303,83.224,89.653,61.985,44.943,39.602,53.327,79.963,109.211,154.267,86.936,52.716,57.438,52.239,49.168,..,40.492,46.216,54.662,52.331,55.264,52.753,57.373,665.863,89.758,71.771,74.681,69.781,72.282,70.31,72.251,70.827,72.139,71.337,67.072,119.59,131.095,150.24,74.095,54.551,52.247,48.594,40.323,70.97,100.2,44.228
199703.0,1997-03-01 00:00:00,69.549,64.877,64.182,67.826,69.925,50.214,71.057,66.046,61.415,59.92,54.965,77.016,70.563,69.251,71.543,47.382,79.019,72.957,74.982,96.505,32.335,192.551,198.582,210.231,123.339,56.632,160.879,51.751,60.787,60.428,71.99,52.073,49.903,49.969,49.871,39.767,47.561,32.776,40.275,40.622,86.125,82.892,84.695,77.828,124.742,112.009,121.829,62.181,98.28,89.211,61.419,81.778,47.925,59.519,81.345,83.224,80.825,..,..,..,..,61.758,114.791,93.321,88.092,165.574,50.414,76.886,53.643,44.19,53.567,38.796,48.56,49.334,52.22,43.68,103.614,37.478,110.358,96.379,575.873,642.112,1781.29,3546.343,163.508,54.982,..,..,118.959,171.578,130.914,95.406,61.888,52.797,49.025,55.301,59.384,65.329,48.025,72.603,52.402,25.355,55.861,56.308,56.381,54.214,53.644,65.027,79.742,51.36,94.322,76.336,64.139,109.864,..,37.074,76.213,..,30.028,142.872,142.872,43.934,,86.261,58.944,66.561,63.134,57.395,197.132,85.02,91.859,62.307,44.753,39.678,52.781,81.347,109.675,153.625,87.366,52.755,57.467,52.275,49.26,..,40.517,46.261,54.753,52.443,55.349,52.797,57.381,654.919,89.885,71.97,75.068,69.977,72.535,70.502,72.553,71.0,72.31,71.484,66.785,120.789,132.953,151.684,74.423,54.301,51.765,48.205,40.608,71.121,100.909,44.243
199704.0,1997-04-01 00:00:00,69.805,65.09,64.37,67.785,70.732,50.08,70.522,65.788,62.315,59.863,55.257,77.193,71.009,71.636,71.014,47.764,79.342,73.122,75.441,96.786,32.72,193.277,199.372,211.019,124.192,56.844,161.33,52.348,61.854,60.503,71.761,52.307,52.043,51.606,52.451,39.68,47.487,32.748,38.309,40.545,85.541,81.277,83.147,76.037,123.606,113.445,121.716,67.682,98.555,88.882,61.684,82.399,47.957,59.96,81.948,84.159,81.301,..,..,..,..,61.679,114.515,93.485,87.985,165.088,50.283,76.959,53.271,44.269,53.915,39.068,48.607,49.585,52.22,47.121,103.672,37.593,110.39,96.913,574.769,636.734,1766.969,3491.826,165.129,59.846,..,..,118.836,170.145,130.876,94.766,62.178,53.564,49.374,56.329,59.683,65.737,48.353,72.61,52.801,25.385,56.148,56.596,56.657,54.652,53.971,65.406,80.201,51.651,94.868,76.413,64.432,109.781,..,37.341,77.073,..,30.182,147.863,147.863,44.009,,86.303,59.228,66.564,63.622,57.595,197.876,84.492,90.961,63.145,44.551,39.627,52.371,81.95,109.456,153.497,87.742,53.249,58.558,53.484,50.156,..,40.707,46.398,55.17,52.834,55.773,53.564,58.02,650.791,90.029,72.29,75.394,70.235,72.86,70.798,72.859,71.237,72.489,71.747,66.971,120.658,131.809,151.95,74.887,54.42,51.799,48.086,40.755,71.361,100.728,44.467
199705.0,1997-05-01 00:00:00,70.021,65.555,64.855,67.886,71.338,49.738,70.774,66.158,64.077,60.787,55.654,77.421,71.267,72.054,71.193,48.047,79.973,73.664,76.393,96.944,32.851,194.234,200.263,211.933,125.121,56.811,162.493,52.332,61.969,60.676,71.866,52.511,52.043,51.606,52.451,39.5,47.178,32.748,38.366,39.407,85.856,81.516,82.857,77.684,125.005,113.911,122.314,67.682,98.617,89.071,61.959,82.862,48.109,60.145,82.201,84.785,81.41,..,..,..,..,61.769,114.131,93.66,87.981,164.341,50.489,77.021,53.477,44.393,54.618,39.258,48.607,50.001,52.22,47.347,103.636,37.576,110.355,97.058,574.724,637.879,1758.504,3498.653,164.897,59.846,..,..,118.247,169.712,131.125,93.171,62.067,53.727,49.813,56.321,59.872,66.074,48.519,72.683,53.082,25.409,56.372,56.819,56.876,54.935,54.245,65.497,80.308,52.077,94.765,76.281,64.294,109.615,..,37.341,77.073,..,30.182,147.863,147.863,44.42,,86.555,59.628,66.807,64.38,58.497,198.871,84.775,91.309,63.193,44.532,39.443,52.572,82.203,109.146,153.342,87.629,53.431,58.673,53.591,50.281,..,40.901,46.647,55.4,53.114,55.991,53.766,58.404,650.736,89.901,72.538,75.572,70.426,73.08,71.015,73.062,71.443,72.752,71.971,67.322,120.805,131.789,152.507,74.873,54.679,52.05,48.266,40.829,71.58,100.817,44.609
199706.0,1997-06-01 00:00:00,70.168,66.209,65.544,68.498,70.974,50.673,70.807,66.235,66.686,64.005,55.738,77.838,71.579,72.569,71.403,47.906,79.348,73.164,75.862,95.965,32.909,193.23,199.094,210.665,124.35,56.996,162.178,52.313,62.042,60.871,72.12,52.666,52.043,51.606,52.451,39.341,46.869,32.748,37.389,39.168,85.66,81.431,82.954,77.116,124.848,112.19,120.104,67.682,98.582,88.746,62.221,83.255,48.284,59.602,81.458,85.067,80.271,..,..,..,..,62.109,114.888,93.627,88.289,165.628,50.765,77.289,53.865,44.564,54.716,39.359,48.607,50.138,52.22,48.302,103.177,37.575,109.813,97.13,569.464,634.375,1743.836,3402.823,165.042,59.846,..,..,118.584,170.701,131.243,92.434,62.524,53.842,49.979,56.405,59.895,65.987,48.541,72.799,53.325,25.466,56.673,57.128,57.203,54.984,54.403,65.51,80.321,52.394,94.582,76.351,64.403,109.671,..,37.341,77.073,..,30.182,147.863,147.863,44.401,,86.696,59.975,67.088,65.527,61.048,197.819,84.591,91.043,63.312,44.6,39.3,52.921,81.46,109.826,153.076,87.537,53.587,58.759,53.673,50.425,..,41.015,46.802,55.657,53.347,56.254,53.917,58.386,644.463,90.06,72.694,75.646,70.483,73.134,71.149,73.133,71.62,72.932,72.128,67.401,120.665,131.724,152.072,74.892,54.932,52.493,48.87,40.737,71.731,100.756,44.664
199707.0,1997-07-01 00:00:00,69.943,65.818,65.087,68.409,70.65,50.681,70.528,66.026,64.255,62.632,55.804,78.083,71.83,73.654,71.235,47.988,79.537,73.501,75.694,96.635,32.944,183.343,188.189,198.725,118.797,57.101,156.674,52.254,62.033,60.959,72.116,52.8,52.043,51.606,52.451,39.185,46.553,32.75,35.821,39.325,84.342,80.056,81.657,75.536,119.645,109.648,117.048,67.086,95.931,88.341,62.354,83.388,48.417,59.71,81.606,85.036,80.487,..,..,..,..,62.88,114.854,93.545,88.702,165.351,51.955,77.305,56.078,44.715,54.953,39.555,48.607,50.427,52.513,49.413,103.353,37.561,110.025,97.268,566.611,631.925,1705.84,3407.591,165.552,59.319,..,..,118.655,169.986,130.14,93.222,62.585,53.738,50.307,56.032,59.852,65.946,48.478,72.834,53.917,25.493,56.956,57.403,57.48,55.228,54.912,65.407,80.645,52.559,94.993,75.695,63.518,109.012,..,36.783,76.898,..,29.539,141.944,141.944,44.943,,86.122,59.766,67.062,64.656,59.664,187.542,83.353,89.464,63.31,45.417,39.172,55.015,81.607,109.801,152.854,87.566,53.739,58.771,53.732,50.44,..,41.107,46.972,55.918,53.929,56.435,53.856,58.22,641.366,90.062,72.316,75.21,70.302,72.799,70.785,72.798,71.364,72.676,71.891,67.247,118.834,130.558,146.9,75.035,55.072,52.736,49.226,40.793,71.49,99.918,44.643
199708.0,1997-08-01 00:00:00,70.305,66.011,65.279,68.597,70.253,51.371,70.681,65.773,65.788,63.273,55.888,78.177,72.035,74.931,70.902,48.299,79.561,73.72,76.015,95.844,33.353,186.682,191.921,202.867,120.255,57.14,158.34,52.327,62.167,61.199,72.497,52.957,52.043,51.606,52.451,39.178,46.495,32.75,37.308,39.065,85.35,81.526,83.019,77.293,122.75,110.435,118.059,67.086,97.683,88.061,62.429,83.189,48.669,60.94,83.287,84.929,82.863,..,..,..,..,63.317,114.907,92.807,88.71,165.512,52.617,77.405,57.255,44.868,55.093,39.632,48.607,50.501,52.513,50.449,103.663,37.547,110.395,97.433,558.188,629.906,1707.425,3191.784,164.961,59.319,..,..,118.69,169.435,129.731,93.625,62.626,53.809,50.45,56.059,60.015,66.489,48.589,72.776,54.648,25.517,57.048,57.488,57.555,55.445,55.232,65.522,80.703,52.769,94.951,76.103,63.623,109.801,..,36.783,76.898,..,29.539,141.944,141.944,45.107,,86.673,60.01,67.196,64.929,60.556,191.009,84.298,90.622,63.487,45.895,39.136,56.188,83.289,109.864,152.273,87.684,53.902,58.903,53.815,50.648,..,41.209,47.122,56.125,54.612,56.522,53.95,58.373,631.323,90.185,72.653,75.575,70.643,73.112,71.098,73.14,71.726,73.093,72.258,67.21,119.651,131.13,148.783,75.223,55.396,53.149,49.8,41.148,71.839,100.682,44.715
199709.0,1997-09-01 00:00:00,70.553,65.872,65.1,68.255,70.646,52.126,70.586,65.806,64.491,61.846,56.105,78.371,72.291,75.238,71.132,48.395,79.714,73.525,76.196,96.406,33.42,194.57,200.8,212.601,124.585,57.23,162.035,51.915,62.238,61.297,72.513,53.093,52.043,51.606,52.451,38.132,45.148,31.876,36.452,38.966,85.818,81.933,83.242,78.188,124.153,111.819,119.838,67.086,99.172,87.886,62.381,82.719,48.898,60.872,83.194,84.69,82.826,..,..,..,..,63.529,114.854,92.681,88.928,165.304,52.998,77.19,57.942,44.947,55.37,39.567,48.607,50.544,52.513,48.549,104.098,37.563,110.902,97.479,553.845,621.621,1722.809,3132.95,164.195,59.319,..,..,118.512,168.838,130.355,93.626,62.441,53.888,50.514,56.148,60.218,66.966,48.76,72.773,54.899,26.583,57.166,57.606,57.658,55.764,55.375,65.67,80.942,52.828,95.295,76.03,64.16,109.187,..,36.783,76.898,..,29.539,141.944,141.944,45.444,,86.992,59.962,67.181,64.625,59.609,199.201,84.705,91.139,63.495,45.577,38.089,56.829,83.196,109.782,151.965,87.878,54.078,58.991,53.886,50.836,..,41.24,47.244,56.257,54.851,56.628,54.024,58.689,626.143,90.242,72.982,76.048,70.936,73.496,71.322,73.523,71.988,73.479,72.485,67.282,120.798,131.355,152.482,75.239,55.256,52.832,49.342,42.162,72.098,101.296,45.942
199710.0,1997-10-01 00:00:00,70.571,65.923,65.129,68.652,70.005,52.545,70.733,66.377,65.402,61.597,56.164,78.572,72.553,75.424,71.436,48.416,79.666,73.863,75.624,96.838,33.468,194.389,200.481,211.944,126.5,57.606,162.399,51.997,62.353,61.609,72.307,53.671,52.043,51.606,52.451,38.14,44.962,31.856,38.278,40.361,85.561,81.406,82.815,77.393,121.968,112.58,120.756,67.257,98.148,88.092,62.58,83.134,48.956,59.708,81.604,84.841,80.56,..,..,..,..,63.368,114.466,91.568,89.243,164.482,52.822,77.465,57.478,45.051,55.478,39.685,48.614,51.016,53.426,45.032,104.062,37.552,110.864,97.612,550.185,618.596,1707.734,3073.062,164.573,59.47,..,..,118.418,167.023,130.367,92.956,62.826,54.24,50.69,56.61,60.375,67.024,48.894,73.047,55.026,26.652,57.306,57.747,57.804,55.842,55.484,66.072,81.125,53.283,95.295,76.184,64.418,109.3,..,37.751,75.852,..,30.922,145.397,145.397,45.611,,86.859,60.002,67.422,64.429,59.821,198.992,84.43,90.815,63.399,45.392,38.061,56.428,81.605,109.505,151.718,87.934,54.26,59.133,54.122,50.911,..,41.48,47.349,56.446,54.975,56.833,54.392,59.238,621.695,90.305,73.031,76.098,70.947,73.537,71.365,73.592,72.005,73.483,72.512,67.251,120.515,130.829,152.182,75.208,55.22,52.64,49.239,41.915,72.112,101.023,46.182
199711.0,1997-11-01 00:00:00,70.637,65.603,64.887,67.888,69.774,52.548,70.288,65.91,65.349,62.16,56.07,77.768,71.477,74.949,70.05,48.159,78.766,73.553,74.445,95.67,33.48,196.826,203.17,214.927,127.422,57.85,163.758,51.987,62.439,61.764,72.556,53.771,52.043,51.606,52.451,38.002,44.636,31.856,38.186,40.369,86.545,83.151,84.779,78.553,124.929,111.458,119.314,67.257,99.416,88.66,62.707,83.053,49.217,59.807,81.738,85.405,80.528,..,..,..,..,63.247,114.003,91.275,89.367,163.554,52.81,77.51,57.33,45.218,55.582,39.575,48.614,50.791,53.426,44.765,103.865,37.575,110.624,97.582,546.771,611.358,1704.255,3044.247,164.851,59.47,..,..,118.518,166.35,129.938,93.941,62.769,54.389,50.775,56.798,60.341,66.607,48.919,73.172,55.011,26.696,57.452,57.899,57.961,55.916,55.51,66.353,81.63,53.494,95.965,76.384,64.826,109.383,..,37.751,75.852,..,30.922,145.397,145.397,45.763,,86.907,59.702,66.832,64.459,60.092,201.512,85.339,91.943,63.514,45.251,37.922,56.283,81.739,109.126,151.447,88.432,54.345,59.229,54.175,51.125,..,41.508,47.502,56.567,54.965,56.987,54.55,59.381,617.623,90.325,73.126,76.351,71.004,73.625,71.443,73.692,72.106,73.563,72.578,66.839,121.151,131.236,153.6,75.416,54.973,52.557,49.185,41.984,72.181,101.38,46.271
199712.0,1997-12-01 00:00:00,70.708,65.617,64.851,68.23,68.275,52.517,70.546,65.795,67.257,62.854,55.923,78.062,71.984,75.141,70.718,48.411,77.801,72.628,73.513,94.57,34.202,196.13,202.473,213.994,128.236,58.046,163.093,51.94,62.505,61.742,72.253,53.899,52.043,51.606,52.451,37.847,44.317,31.856,37.022,40.413,87.537,85.259,86.848,80.754,125.235,112.28,120.372,67.257,98.324,88.365,62.805,83.123,49.333,60.712,82.976,85.568,82.184,..,..,..,..,63.094,113.594,90.209,89.736,162.662,52.699,77.509,57.037,45.321,55.648,39.558,48.614,50.811,53.426,44.186,103.839,37.616,110.581,97.587,543.55,610.997,1677.913,2996.257,165.068,59.47,..,..,118.701,167.172,130.613,94.112,62.716,54.346,50.914,56.644,60.488,66.946,48.896,73.663,55.116,26.733,57.533,57.981,58.05,55.915,55.576,66.369,81.746,53.712,96.01,76.255,64.973,108.979,..,37.751,75.852,..,30.922,145.397,145.397,45.66,,86.995,59.812,67.054,64.203,60.978,200.779,86.221,93.107,63.374,45.043,37.787,55.971,82.977,108.783,151.376,88.415,54.402,59.299,54.242,51.221,..,41.546,47.598,56.637,55.066,57.05,54.562,59.284,613.782,90.5,73.239,76.462,71.046,73.705,71.538,73.837,72.156,73.66,72.644,66.499,121.382,132.086,153.219,75.522,54.975,52.329,49.209,42.264,72.198,101.437,46.281
199801.0,1998-01-01 00:00:00,70.254,65.591,64.784,67.674,69.021,52.56,70.473,65.353,63.109,64.253,55.56,78.125,72.346,75.37,71.144,49.623,79.539,73.716,75.194,97.298,35.14,181.744,186.921,196.85,120.99,58.656,153.767,51.9,62.596,62.194,72.326,54.549,52.043,51.606,52.451,37.544,44.221,31.472,34.435,40.422,83.99,78.893,80.031,75.656,118.929,110.312,117.767,67.6,94.935,88.3,63.103,82.981,49.931,59.946,81.928,84.978,80.864,..,..,..,..,63.32,114.111,86.427,89.782,164.205,52.701,77.766,56.659,45.841,55.915,40.137,50.304,51.119,53.837,45.468,103.474,37.708,110.127,97.442,531.765,594.025,1609.962,2919.151,164.562,59.774,..,..,118.87,167.163,127.923,94.315,63.128,54.304,50.879,56.597,60.784,67.882,49.154,73.433,55.325,26.808,57.78,58.236,58.299,56.236,55.631,66.433,81.94,53.97,96.152,75.035,64.359,106.809,..,38.833,76.13,..,32.58,148.851,148.851,45.48,,85.914,60.276,66.858,64.385,60.702,185.802,82.933,88.818,63.408,44.713,37.54,55.519,81.93,109.258,150.68,88.088,54.638,59.525,54.635,51.762,..,42.11,48.058,56.831,55.262,57.243,54.604,59.255,598.647,90.751,72.774,75.651,70.584,73.232,71.084,73.318,71.527,73.121,72.171,66.51,118.209,128.69,146.275,75.579,55.162,52.171,48.887,42.145,71.642,99.167,46.356
199802.0,1998-02-01 00:00:00,70.498,65.544,64.514,67.497,68.708,51.738,69.875,66.069,63.568,63.647,55.242,78.859,74.445,77.931,73.032,49.989,80.674,74.873,75.787,99.516,35.184,183.088,189.086,199.334,120.947,59.041,151.89,51.974,62.569,62.491,73.033,54.604,52.043,51.606,52.451,37.648,44.611,31.454,32.518,40.446,85.017,80.17,81.464,76.487,123.27,110.092,117.516,67.512,97.77,88.728,63.091,82.721,50.091,61.162,83.59,85.191,83.366,..,..,..,..,63.424,115.018,86.609,90.091,165.888,52.537,78.02,56.199,45.984,55.967,40.154,50.304,51.18,53.837,45.258,103.103,37.724,109.688,97.486,525.543,593.595,1603.681,2760.018,164.732,59.774,..,..,119.558,167.286,126.978,95.671,63.599,54.299,50.912,56.57,60.971,67.653,49.318,74.0,55.434,26.808,57.973,58.434,58.498,56.409,55.702,67.133,83.04,54.26,97.727,75.754,64.612,108.195,..,38.833,76.13,..,32.58,148.851,148.851,45.859,,86.309,60.389,67.05,64.043,60.337,187.177,83.922,90.0,63.736,44.594,37.697,55.009,83.591,110.052,150.676,89.354,54.717,59.53,54.666,51.876,..,42.175,48.18,56.977,55.368,57.399,54.661,59.689,590.866,91.181,73.069,76.007,70.853,73.557,71.372,73.666,71.755,73.398,72.416,66.275,119.165,129.574,147.535,76.273,55.194,51.973,48.712,42.456,71.897,99.755,46.479
